ID;X;Y
242.00000;692271.010837;4412984.067610
243.00000;690527.030283;4415886.869560
244.00000;688767.032192;4417135.936110
245.00000;688432.025675;4417086.878920
246.00000;688436.010525;4417329.061850
247.00000;688092.967334;4417483.120420
248.00000;687811.014025;4418298.128450
249.00000;687096.017940;4418933.126140
250.00000;686737.035346;4418988.121550
251.00000;685601.018008;4419874.064390
252.00000;685341.020447;4420335.938730
253.00000;685301.015670;4421025.942990
254.00000;684919.999194;4421696.871320
255.00000;684660.001633;4421869.057050
256.00000;684993.981242;4422255.933600
257.00000;684677.972528;4423744.057710
258.00000;684097.032628;4424381.879410
259.00000;684261.014261;4425088.124450
260.00000;684643.984095;4425245.933470
261.00000;684966.020314;4425769.065130
262.00000;684712.965546;4426486.874050
263.00000;684452.030372;4426751.872210
264.00000;684732.030322;4427125.934730
265.00000;684732.967934;4427601.873250
266.00000;684992.965496;4427918.127530
267.00000;685883.987063;4428274.062880
268.00000;686507.967816;4428275.938110
269.00000;687640.000303;4429215.938740
270.00000;688038.987674;4429325.940710
271.00000;688822.965210;4429186.872770
272.00000;689802.033004;4430139.062350
273.00000;690067.031163;4430808.126610
274.00000;690673.989795;4431466.877140
275.00000;690788.981203;4433335.001980
276.00000;690996.014852;4433724.066300
277.00000;691015.001494;4434945.004490
278.00000;691737.967280;4435556.874420
279.00000;692277.964792;4434600.934390
280.00000;693676.011184;4435130.941870
281.00000;694096.016689;4435024.065270
282.00000;694207.972021;4434828.126690
283.00000;694722.966548;4434755.941730
284.00000;694970.004973;4434935.003290
285.00000;695189.997758;4435158.121450
286.00000;696067.970892;4435666.876390
287.00000;697775.005069;4435446.872450
288.00000;698032.033526;4435614.995200
289.00000;699360.004587;4436289.997670
290.00000;700867.026044;4438134.057140
291.00000;701230.004651;4438126.879940
292.00000;701536.012171;4438368.125260
293.00000;701717.964700;4438136.869970
294.00000;701713.979849;4438608.120440
295.00000;701798.978837;4438714.997040
296.00000;701916.012900;4438489.066040
297.00000;702143.986549;4438536.873090
298.00000;702097.027817;4438809.997220
299.00000;702279.996092;4438951.878000
300.00000;702433.987693;4439121.875980
301.00000;702787.032079;4439024.062960
302.00000;702796.017527;4438399.066460
303.00000;703149.999524;4438271.874930
304.00000;703614.999242;4438465.938280
305.00000;702231.017030;4441993.122820
306.00000;703815.000801;4444658.128520
307.00000;704042.025676;4444950.942500
308.00000;704261.013876;4444785.933960
309.00000;704721.012997;4445003.125070
310.00000;704842.031911;4445393.127000
311.00000;705362.027034;4445589.065570
312.00000;705698.986910;4445344.996250
313.00000;706265.003154;4446004.996930
314.00000;706402.966055;4446100.934720
315.00000;706297.027066;4447160.000910
316.00000;706688.982348;4447290.005270
317.00000;706679.996900;4447725.939020
318.00000;707027.036105;4448044.994970
319.00000;707125.005392;4448465.000480
320.00000;706993.985284;4448553.124840
321.00000;707085.000615;4448780.942220
322.00000;706682.028393;4449985.941010
323.00000;706877.029355;4450209.059160
324.00000;706956.012000;4450809.063840
325.00000;706810.001262;4450935.005220
326.00000;707504.994959;4451750.939690
327.00000;707714.997712;4452724.995730
328.00000;707966.020988;4453118.123030
329.00000;707837.032372;4454144.060250
330.00000;708682.970431;4457961.871010
331.00000;708976.018814;4458791.869670
332.00000;710287.034725;4457460.003050
333.00000;711896.010319;4456664.997420
334.00000;712658.980883;4456843.121360
335.00000;713272.971604;4456364.995080
336.00000;713926.018328;4456988.127520
337.00000;714717.027954;4457133.122510
338.00000;715325.002332;4457689.997030
339.00000;715868.984694;4457009.067520
340.00000;716886.014610;4457200.005490
341.00000;718877.971201;4458200.002130
342.00000;722182.026420;4460275.004350
343.00000;722589.999240;4460646.879100
344.00000;722433.987308;4461695.932930
345.00000;722615.002225;4462145.004410
346.00000;721942.031247;4463199.996450
347.00000;721092.967815;4463859.997130
348.00000;721081.013263;4464025.932120
349.00000;721607.035891;4464259.062630
350.00000;721534.996040;4464565.003180
351.00000;721705.005178;4464383.128790
352.00000;721936.014904;4464519.997810
353.00000;721797.973868;4464804.060740
354.00000;721904.995575;4465159.058490
355.00000;722102.028029;4465349.058850
356.00000;722381.012233;4465178.123260
357.00000;722836.010756;4465670.938800
358.00000;723067.031644;4465121.877710
359.00000;723386.020624;4465530.933240
360.00000;723412.965806;4465025.002300
361.00000;723589.995872;4465064.995920
362.00000;723607.029156;4465318.128820
363.00000;723932.972091;4465154.057890
364.00000;723837.034297;4465510.942020
365.00000;723599.997066;4465675.939400
366.00000;723720.000234;4465931.873970
367.00000;724041.020706;4466119.061500
368.00000;724157.965473;4466440.003840
369.00000;724588.987920;4466050.939530
370.00000;724870.003616;4466256.879300
371.00000;725035.000995;4466110.935530
372.00000;725101.013341;4466580.935850
373.00000;724973.989246;4466621.878240
374.00000;725387.967247;4466929.057770
375.00000;725257.036435;4467738.127590
376.00000;725432.035008;4467779.058810
377.00000;725538.989743;4467428.124060
378.00000;725829.995471;4467473.129430
379.00000;725771.015215;4467651.878450
380.00000;725992.972520;4467879.059590
381.00000;725807.035141;4468459.999490
382.00000;725997.035505;4469098.122560
383.00000;726253.985828;4469040.001780
384.00000;726314.997577;4469220.938570
385.00000;726687.966217;4469289.060540
386.00000;726746.020024;4469656.872310
387.00000;727606.011100;4470265.002960
388.00000;727777.973597;4470779.997490
389.00000;728158.978910;4471201.878220
390.00000;728373.982260;4471275.000790
391.00000;728648.981613;4471138.120600
392.00000;728980.003280;4471710.934530
393.00000;729537.971687;4471618.122110
394.00000;730268.985310;4472345.932230
395.00000;730282.033743;4472055.942240
396.00000;730592.963725;4472183.122610
397.00000;730857.973046;4472035.002240
398.00000;730713.982639;4472429.067150
399.00000;730825.000359;4472604.065730
400.00000;731041.019456;4472530.005540
401.00000;730888.981213;4472959.063470
402.00000;730957.973826;4473343.127180
403.00000;730542.968917;4474384.066210
404.00000;729607.031273;4475363.122840
405.00000;729141.015809;4475595.003200
406.00000;728600.002551;4476865.936200
407.00000;727770.003895;4477728.126200
408.00000;726798.983937;4478200.939350
409.00000;726372.035638;4478614.995490
410.00000;725621.019627;4479999.067000
411.00000;725077.963714;4480620.938120
412.00000;725206.014718;4480720.938900
413.00000;725477.029220;4480586.871560
414.00000;725451.010488;4480926.878670
415.00000;725780.000663;4481195.939810
416.00000;725747.965588;4481693.119710
417.00000;725906.020174;4482046.878470
418.00000;726277.973067;4482335.942000
419.00000;727131.010188;4482480.936990
420.00000;728291.014765;4483150.001250
421.00000;729577.965302;4483200.933680
422.00000;729393.981281;4483694.061750
423.00000;729820.003130;4483729.065930
424.00000;730067.968005;4483934.994540
425.00000;730212.036546;4483679.997570
426.00000;730414.996047;4484030.932330
427.00000;730599.995815;4484115.942480
428.00000;730678.989622;4483954.996920
429.00000;730803.982225;4484288.128220
430.00000;730981.012291;4484344.061240
431.00000;731298.985525;4484115.004870
432.00000;731398.986304;4484654.064770
433.00000;731159.995715;4484999.998930
434.00000;730677.973876;4485181.873330
435.00000;730689.995400;4485754.062180
436.00000;731047.035799;4486298.122680
437.00000;731052.974008;4486690.937440
438.00000;730487.035899;4487589.058070
439.00000;729877.030028;4488059.995990
440.00000;729080.004060;4487613.123440
441.00000;728907.963429;4488423.119710
442.00000;728692.033629;4488734.060850
443.00000;729011.011447;4490446.876970
444.00000;729363.988860;4491045.932870
445.00000;729592.029481;4491871.879700
446.00000;729376.010385;4492164.995060
447.00000;729546.019523;4492885.940520
448.00000;729227.968155;4492974.064880
449.00000;729352.034308;4493214.997660
450.00000;729032.029581;4493691.873800
451.00000;729007.026596;4494139.996500
452.00000;729063.986522;4494326.871490
453.00000;729097.963793;4494765.941770
454.00000;728705.003927;4495154.994920
455.00000;728652.028852;4495551.872670
456.00000;729027.028984;4495966.877580
457.00000;729099.995286;4496301.872930
458.00000;729002.963611;4496525.939860
459.00000;729143.984913;4497138.122330
460.00000;728967.970593;4497551.877090
461.00000;729140.000062;4497684.058060
462.00000;729007.026596;4498061.871020
463.00000;729192.963976;4498578.126860
464.00000;729093.978942;4499311.875190
465.00000;728592.970461;4499505.000920
466.00000;728321.018347;4499343.128920
467.00000;727544.999351;4499309.999960
468.00000;727038.979110;4498921.873260
469.00000;726684.997113;4498326.880340
470.00000;725630.005075;4498680.940480
471.00000;725612.034179;4498803.120240
472.00000;724877.973318;4498680.940480
473.00000;724802.026749;4499199.060380
474.00000;723412.965806;4499635.942900
475.00000;722553.979314;4499396.874170
476.00000;721936.014904;4499966.875270
477.00000;721743.983046;4500476.880360
478.00000;721824.997184;4501134.994650
479.00000;721972.034829;4501869.066680
480.00000;722337.033768;4502448.120190
481.00000;722252.034779;4503160.939680
482.00000;722403.983726;4503524.063390
483.00000;721676.017342;4504175.000490
484.00000;721462.029738;4504696.870830
485.00000;721732.028494;4505353.121070
486.00000;722091.011089;4505451.871700
487.00000;722246.018436;4505349.995690
488.00000;722382.965591;4505545.934270
489.00000;722165.004299;4505715.932240
490.00000;722438.987905;4505673.125790
491.00000;722352.035559;4505880.003170
492.00000;723551.018004;4506550.005050
493.00000;725853.982711;4506906.878010
494.00000;726112.026914;4506661.871080
495.00000;726430.000148;4506640.004630
496.00000;726633.986558;4505536.870680
497.00000;726916.018000;4505088.122910
498.00000;727768.988149;4504655.939610
499.00000;727823.983554;4505154.057120
500.00000;728411.017932;4505580.938450
501.00000;728849.998918;4506296.872140
502.00000;729208.981513;4506113.122520
503.00000;730067.030393;4507020.005360
504.00000;731570.000027;4507618.123650
505.00000;732472.964984;4508274.998960
506.00000;733662.035531;4508351.871980
507.00000;733507.965796;4509105.935220
508.00000;733806.014776;4510294.994610
509.00000;733563.988110;4510409.997180
510.00000;733292.035996;4511334.058410
511.00000;733447.032181;4511971.880100
512.00000;733804.999029;4512251.880050
513.00000;733881.012570;4512993.129270
514.00000;734077.029278;4513319.061040
515.00000;733961.010961;4513608.124570
516.00000;734249.996359;4514228.120480
517.00000;734218.988192;4514650.938820
518.00000;734451.013664;4515384.062070
519.00000;735364.995561;4515846.874020
520.00000;735551.011075;4516888.125580
521.00000;735923.979715;4517295.942130
522.00000;735942.028745;4517565.003280
523.00000;736201.010561;4517735.001250
524.00000;736332.030669;4518001.874640
525.00000;736242.968695;4518260.934590
526.00000;736848.989715;4518534.996330
527.00000;736611.014872;4518819.996870
528.00000;739171.019199;4519045.939030
529.00000;739314.998443;4519370.933190
530.00000;741050.004711;4519073.129780
531.00000;740863.989197;4517920.001020
532.00000;741168.980970;4517214.994970
533.00000;741627.026733;4516959.998000
534.00000;742111.013092;4516053.126330
535.00000;742749.995637;4515505.002850
536.00000;743855.004808;4515038.127910
537.00000;744331.010304;4514506.870280
538.00000;744792.973944;4514445.936660
539.00000;746123.981082;4513989.062920
540.00000;746650.003710;4513500.935440
541.00000;748002.966594;4512851.873560
542.00000;748747.966261;4512801.878750
543.00000;748928.981178;4512935.934940
544.00000;749783.982819;4512778.125920
545.00000;750887.965082;4512415.939820
546.00000;751051.020265;4512829.995950
547.00000;751544.996657;4513283.130410
548.00000;751957.032461;4513406.872870
549.00000;754792.973752;4513195.932500
550.00000;754987.025940;4512915.932550
551.00000;754842.968561;4512623.129730
552.00000;755079.994630;4512224.064230
553.00000;755517.971031;4512009.060880
554.00000;755917.974149;4511539.998170
555.00000;755613.986960;4510871.871520
556.00000;755607.970617;4510324.060580
557.00000;755837.964596;4510113.120220
558.00000;755825.005459;4509510.001330
559.00000;756738.987357;4509354.067530
560.00000;757169.998641;4509118.124180
561.00000;759657.974278;4511794.995140
562.00000;762971.014946;4513338.125820
563.00000;762927.974092;4513065.939300
564.00000;763318.980600;4513121.872320
565.00000;763950.004605;4512668.123940
566.00000;765442.035433;4512461.871640
567.00000;767318.989453;4513100.932320
568.00000;767373.984858;4513563.130360
569.00000;767680.003540;4513768.121360
570.00000;767866.019054;4514146.871940
571.00000;768949.998928;4513671.871020
572.00000;769587.965726;4514023.129480
573.00000;770144.996522;4513265.940860
574.00000;771778.986264;4514254.998690
575.00000;772542.972573;4514354.061850
576.00000;772407.030002;4513510.936630
577.00000;772728.988087;4512344.067390
578.00000;773383.988170;4511395.940800
579.00000;773503.980175;4510933.128840
580.00000;774008.984669;4510761.869550
581.00000;774746.014635;4511256.872850
582.00000;775673.982578;4511444.997990
583.00000;776327.029302;4511176.874460
584.00000;776992.030578;4510209.058010
585.00000;778279.996862;4509606.876730
586.00000;778335.003430;4509234.064360
587.00000;777798.979607;4508546.872940
588.00000;777523.980254;4507833.127000
589.00000;776952.025802;4507546.876300
590.00000;776407.027693;4506313.124080
591.00000;776528.984219;4505013.125110
592.00000;776282.035090;4504820.936990
593.00000;776296.021135;4504604.058410
594.00000;776726.016673;4503958.121910
595.00000;777139.994674;4503815.002150
596.00000;777422.963728;4503070.940090
597.00000;778590.000394;4502360.933440
598.00000;779096.020635;4502683.125930
599.00000;779306.012226;4502314.064000
600.00000;780202.972002;4501713.121720
601.00000;780568.986686;4501436.872210
602.00000;780840.001188;4501519.058370
603.00000;781811.021146;4501121.879250
604.00000;783136.011940;4500785.935120
605.00000;783603.980762;4500869.058880
606.00000;785332.033074;4500588.121320
607.00000;785637.036010;4500753.129860
608.00000;786856.020843;4500823.127060
609.00000;787136.020793;4500560.941730
610.00000;787462.968313;4500380.942560
611.00000;787957.971613;4500394.057970
612.00000;788353.989879;4499839.058670
613.00000;788213.984323;4499564.059310
614.00000;789343.985317;4498828.123230
615.00000;789922.034247;4498409.066500
616.00000;790487.034744;4497966.870840
617.00000;791616.019992;4497850.004210
618.00000;791017.968674;4497204.067710
619.00000;791173.980605;4496941.871220
620.00000;790780.004993;4496389.059680
621.00000;791037.971062;4495669.063000
622.00000;791052.035241;4494670.003980
623.00000;791245.004711;4494370.001640
624.00000;791955.000199;4494161.874110
625.00000;792203.980820;4493765.933980
626.00000;792843.979111;4493673.121560
627.00000;793183.986226;4493388.121010
628.00000;794335.005354;4493048.125060
629.00000;794611.020454;4492826.870960
630.00000;795052.970544;4492828.121110
631.00000;795478.981231;4492549.058770
632.00000;796482.036264;4492439.067960
633.00000;797889.994554;4491948.127650
634.00000;797889.994554;4491948.127650
