gid;fecha;codigo;code;elevacion;orientacion;dist2road;x;y
376;2004;100;242;305.6362;102.94987;442.8633014;719774.7748;4412139.728
377;2004;290;323;159.38088;104.10321;614.4964428;784673.5408;4480313.328
378;2004;400;323;275.00091;170.74111;35.1942725;766184.1625;4467302.955
379;2004;400;323;492.08473;121.94186;70.81377102;770921.0503;4501027.699
380;2004;290;323;724.30579;272.25391;742.3109718;752013.2754;4476645.947
381;2004;100;323;245.21141;263.45107;165.9678945;776669.5069;4467588.395
382;2004;400;324;680.84462;91.74766;275.9853731;730005.5119;4449277.754
383;2004;296;323;214.06995;81.40285;224.421524;734399.795;4432146.32
384;2004;100;323;271.43708;104.07995;145.5930668;778786.4767;4463041.087
385;2004;290;323;172.90411;36.98219;53.41872612;736235.0624;4411204.055
386;2004;500;323;130.23291;103.63439;596.753504;788747.4108;4486427.582
387;2004;290;323;743.59235;203.85942;257.939692;745827.237;4475494.701
388;2004;290;222;16.8947;148.93988;15.28770928;752294.7492;4424183.73
389;2004;500;222;314.41718;144.92342;20.76745673;715695.3698;4415148.734
390;2004;296;242;71.65807;-99999;179.3433715;788155.6064;4486087.318
391;2004;400;242;1.48935;28.23892;135.3554912;772502.8503;4453993.5
392;2004;290;323;438.13679;171.24644;17.68691417;742741.2403;4456105.624
393;2004;400;324;352.73792;160.89341;74.64823051;714621.7445;4416484.185
394;2005;290;323;740.81947;40.91138;187.0117863;713839.1583;4404426.994
395;2005;100;312;783.30541;91.03306;870.1069608;720896.5644;4443890.796
396;2005;400;323;312.2752;150.92058;541.9429462;740322.1544;4442426.957
397;2005;100;243;395.95912;205.69082;169.9483926;746089.1585;4444272.222
398;2005;100;243;334.06921;40.64737;138.0301008;748558.6174;4444727.774
399;2005;100;312;565.85433;225.02857;95.24180618;749664.3816;4441173.698
400;2005;100;243;412.38805;96.06339;46.09647746;747304.2525;4439115.018
401;2005;100;242;311.00892;272.61712;255.6695945;745893.2687;4438387.119
402;2005;500;242;288.99118;252.77524;185.3592213;745784.2063;4438352.168
403;2005;400;242;290.78225;279.96315;174.8304068;745800.855;4438456.012
404;2005;100;324;345.89705;92.61776;202.5025305;755265.216;4442775.522
405;2005;500;312;282.9934;96.89087;107.0902294;755383.9968;4445486.138
406;2005;290;323;145.34835;82.50151;315.4979712;765887.8753;4444140.117
407;2005;290;323;321.18253;257.20863;128.409326;760292.4255;4448735.645
408;2005;400;222;345.03547;232.26734;131.9667218;761408.6151;4449971.386
409;2005;400;323;292.15364;247.45266;140.640185;750010.77;4449015.461
410;2005;290;243;311.32095;111.12943;350.8292688;745149.6768;4451889.133
411;2005;290;242;223.79802;121.61032;472.1576289;767793.4165;4463480.537
412;2005;400;323;215.17167;186.21522;28.62672864;767193.3054;4463771.42
413;2005;290;242;274.39751;71.5695;631.3311804;763087.3426;4468477.157
414;2005;400;323;501.45998;164.50872;106.7392258;771412.9036;4477966.339
415;2005;100;323;471.10331;174.97768;412.1604261;772332.1539;4481248.912
416;2005;400;242;424.55261;88.71216;272.7177477;767074.0056;4489037.972
417;2005;100;312;577.24111;141.98774;251.3511489;764333.78;4491551.87
418;2005;290;323;539.45117;102.39986;47.78764869;770000.1815;4499714.921
419;2005;100;323;973.65659;210.5379;821.2796599;765504.3793;4502932.489
420;2005;100;324;1143.26586;181.96725;287.7002243;766408.6357;4509198.734
421;2005;100;323;558.35954;156.87959;1212.564956;757171.055;4480697.896
422;2005;500;222;904.20727;164.89659;395.4342775;741747.4026;4474505.248
423;2005;100;323;860.1568;127.02309;125.5438375;757251.3405;4468001.583
424;2005;500;242;355.53463;141.14362;177.2148595;744834.9572;4454895.87
425;2005;100;242;405.60604;119.87715;33.83394172;742311.4438;4458793.422
426;2005;100;323;622.95417;194.48848;106.390781;739643.4576;4461116.905
427;2005;100;312;890.71402;125.32841;15.53571015;732674.2759;4462216.645
428;2005;100;324;948.15735;94.18831;363.0788452;734012.9702;4459614.058
429;2005;100;323;783.42819;127.27394;129.2302936;733805.3518;4457575.029
430;2005;100;323;350.94806;100.40646;19.04112751;778385.2268;4479391.013
431;2005;290;324;602.48034;105.87638;242.3061899;737968.9779;4457517.301
432;2005;400;242;518.75721;274.77522;79.50694733;751542.5332;4465165.031
433;2005;100;323;735.0014;62.91419;74.31038401;755642.473;4463855.159
434;2005;100;313;1071.97159;258.13806;1097.988184;732826.7359;4484394.375
435;2005;290;323;1041.21666;-99999;424.6640935;709951.4654;4452146.615
436;2005;400;312;1088.67514;163.8948;23.20078783;718531.8875;4457235.454
437;2005;100;312;1228.75357;72.48349;895.7921562;714363.8664;4456226.677
438;2005;100;313;1302.10189;104.218;187.032127;712067.8776;4455733.251
439;2005;100;312;1030.13491;57.30991;63.79753825;717463.9961;4453676.425
440;2005;100;312;778.9265;7.84537;51.08230788;719034.8683;4452916.813
441;2005;400;323;705.17576;271.16629;57.46949675;733398.3364;4448369.038
442;2005;100;324;927.41326;139.05826;341.5535001;719085.4409;4447440.878
443;2005;100;323;801.21968;162.77438;522.3316158;735271.3344;4447464.208
444;2005;100;212;749.81764;76.45894;732.2916343;704263.1459;4442098.521
445;2005;100;323;250.85662;233.65886;787.2599901;784430.2398;4475062.382
446;2005;290;334;135.64625;161.95655;227.1651147;778228.5995;4461657.39
447;2005;400;421;1.10336;116.08512;59.73890795;769715.744;4448231.678
448;2005;400;421;1.79545;122.51756;213.5278488;769858.0057;4448441.876
449;2005;400;111;6.68122;167.37184;40.38015952;768525.8425;4444878.598
450;2005;500;242;347.67436;139.92565;164.2069113;737589.9866;4444442.846
451;2005;100;243;407.29277;-99999;55.8264457;739025.2033;4445608.158
452;2005;100;323;389.32858;182.42899;61.97707095;739091.1347;4441994.203
453;2005;400;223;286.79347;126.49497;130.5582902;738471.6583;4441091.781
454;2005;400;323;171.2595;-99999;135.8483082;740852.1174;4440296.048
455;2005;400;323;170.03352;127.44335;9.362545972;741154.8732;4440509.95
456;2005;100;243;291.32589;120.12176;80.05432827;733824.6005;4437635.229
457;2005;100;323;561.14705;127.58128;646.5187257;728086.9262;4437608.047
458;2005;100;242;440.79896;235.75317;407.9736484;719072.6453;4438470.077
459;2005;100;324;871.97719;162.97982;31.09683331;714153.9985;4429773.941
460;2005;100;323;644.25277;153.95689;536.0069592;709912.0422;4438178.581
461;2005;290;323;889.26628;-99999;260.8120316;705384.538;4430917.063
462;2005;100;223;374.34805;-99999;53.47356328;724072.4622;4430960.016
463;2005;400;323;712.99161;140.04991;242.9471865;710666.7448;4427628.381
464;2005;100;313;823.90188;48.61811;557.3262396;720812.727;4425142.511
465;2005;100;311;553.59238;134.59643;15.28747097;725403.2945;4425598.206
466;2005;290;313;383.52514;191.61673;105.7037855;727712.7659;4423837.068
467;2005;290;324;642.01649;145.5607;133.3605448;707684.8092;4425557.942
468;2005;296;241;582.44739;94.85363;92.44378517;708492.5336;4424214.748
469;2005;290;324;556.24786;229.73626;84.9452929;714834.4272;4423324.861
470;2005;100;223;538.5205;210.20342;99.50240576;717940.6053;4421990.942
471;2005;290;243;512.14305;267.38658;248.0493885;719403.7155;4417974.777
472;2005;100;323;829.92711;186.24252;131.7853565;705524.6486;4428534.544
473;2005;100;323;795.40508;111.45098;389.1879042;704290.9461;4427648.504
474;2005;296;222;715.66235;140.60215;118.7061033;704039.0081;4425279.938
475;2005;400;133;740.71563;200.25287;103.9268188;702999.7574;4425548.421
476;2005;100;323;626.72472;67.56304;162.9523284;706814.5265;4420269.964
477;2005;100;312;699.40202;145.81302;22.76083123;706606.5359;4416756.287
478;2005;100;324;620.21596;240.86245;148.2944788;701423.2494;4420259.461
479;2005;100;222;903.82338;193.96721;76.80650181;696771.6578;4423294.687
480;2005;100;323;966.28721;92.15337;99.5646876;692328.402;4419659.771
481;2005;100;312;837.71102;40.30993;90.87934952;701632.3304;4410723.867
482;2005;100;323;174.05099;154.45498;164.2196342;751118.3769;4434775.183
483;2005;500;243;108.34938;29.02731;143.0024977;743014.3891;4430735.589
484;2005;500;331;70.53112;129.40264;57.32591671;744525.2352;4429692.982
485;2005;290;112;61.20021;-99999;94.09444633;746164.1203;4427599.828
486;2005;500;222;181.00976;123.92747;3.288582121;734173.1949;4429539.609
487;2005;500;222;196.43658;101.80807;25.14545678;733101.4038;4428696.492
488;2005;100;323;543.28786;238.16997;180.8651387;717630.8945;4418404.583
489;2005;400;121;177.87641;7.82215;37.07848236;732393.0651;4433453.403
490;2005;100;323;228.10366;121.76574;339.0072313;731871.8434;4431979.641
491;2005;400;323;146.87882;-99999;13.77566343;741004.4322;4434037.772
492;2005;400;222;216.41387;87.13815;28.57024527;738369.6074;4433279.818
493;2005;400;323;186.80783;227.01621;396.5135277;738063.7124;4432048.245
494;2005;400;222;162.78783;25.73126;193.342551;740485.6388;4432449.924
495;2005;400;222;160.12016;128.47544;106.5428986;748092.9764;4435866.136
496;2005;400;331;97.29498;172.80672;610.0303644;742384.0149;4432464.059
497;2005;400;121;37.30626;-99999;103.8465448;748947.8524;4426931.148
498;2005;400;222;34.22743;154.38339;10.30819607;749748.2678;4426346.061
499;2005;400;222;26.95927;213.0651;53.91243984;751051.7937;4425114.962
500;2005;290;222;23.86312;179.28485;18.34840219;751194.4371;4424815.092
501;2005;290;323;971.15193;229.4871;183.8599644;726300.1115;4446170.687
502;2005;296;323;840.1427;173.60654;647.804261;748547.7788;4474916.573
503;2005;290;324;546.60984;113.4173;105.688413;738244.7717;4456377.967
504;2005;290;243;3.38838;90;14.91709341;784927.3418;4467664.927
505;2005;296;323;730.29363;141.7334;131.399553;704171.1169;4425883.592
506;2005;500;324;356.0402;151.74363;40.67045511;731130.2137;4418790.824
507;2005;290;243;341.08471;46.40409;59.4462693;731421.7154;4418503.433
508;2005;500;222;215.70431;128.03005;27.94937029;731163.0334;4426794.998
509;2005;500;222;224.01135;61.42306;54.51024164;731228.5807;4426280.34
510;2005;400;222;229.65111;57.69386;145.3626203;732171.0802;4427390.37
511;2005;400;222;228.32396;73.07322;130.6651896;732228.6536;4427351.19
512;2005;400;222;237.52369;40.2015;40.42606726;732046.5678;4428001.019
513;2005;400;222;203.59137;84.45238;110.6756209;732904.1582;4427997.57
514;2005;400;111;195.22743;156.00199;58.6718874;733147.9292;4427396.272
515;2005;100;312;516.17028;112.45527;720.0976323;731990.7807;4425255.572
516;2005;100;324;536.41619;109.15131;1067.580665;731473.9931;4422365.91
517;2005;100;313;430.64683;59.44204;801.8809018;733712.9423;4423184.468
518;2005;290;334;251.6103;68.51417;1093.181436;736832.554;4423506.731
519;2005;400;222;61.21715;-99999;335.4861176;742387.1544;4422921.527
520;2005;400;222;60.06839;173.7366;461.9810741;742694.7831;4422949.122
521;2005;500;133;29.20688;98.00739;99.41566153;746228.441;4421615.459
522;2005;500;222;27.4842;159.43159;110.5899571;746743.5619;4421542.687
523;2005;100;243;291.71086;93.45208;322.7710531;732013.3944;4412746.775
524;2005;290;323;165.21341;198.85595;21.45488746;735092.9919;4412182.02
525;2005;290;222;167.98058;28.25913;198.9380649;735870.2873;4411256.679
526;2005;100;323;375.64708;39.69851;139.9957364;731122.8809;4410283.254
527;2005;290;222;325.16551;68.8559;25.68918914;715066.8864;4415099.859
528;2005;100;242;351.24223;-99999;972.5374452;718860.6098;4408838.021
529;2005;100;242;363.48755;44.03022;543.295231;718628.2308;4408225.429
530;2005;100;243;460.89942;96.69395;53.29043947;716579.6899;4405528.701
531;2005;290;324;238.44167;-99999;75.0272396;722842.5942;4408067.132
532;2005;290;222;171.29941;235.92244;220.9852253;734771.2553;4407551.741
533;2005;290;331;4.02397;148.91528;36.23104087;754947.9505;4422979.57
534;2005;400;222;1.95971;91.85727;51.03119832;755596.862;4422563.05
535;2005;400;222;2.02954;112.1965;34.29574376;755828.1876;4423114.836
536;2005;290;222;6.82959;-99999;16.04299449;750521.418;4419397.245
537;2005;400;421;0.61301;-99999;158.0956553;773212.8491;4454382.863
538;2005;400;421;2.38017;175.83926;962.8545067;771504.623;4452555.508
539;2005;400;242;1.45898;103.37523;312.7792153;770680.6027;4453140.048
540;2005;100;243;463.562;240.37091;634.7738456;716746.5448;4416840.054
541;2005;400;324;87.98697;49.99107;288.9198772;738304.231;4404736.922
542;2005;290;324;484.0057;109.01434;250.7680324;714520.4518;4410087.152
543;2005;100;321;979.55974;12.51501;260.7539397;749627.1215;4498197.244
544;2005;100;324;677.3804;116.09115;70.87207833;705603.6531;4424672.77
545;2005;290;242;227.6616;135.43053;12.75698855;779272.2499;4490662.605
546;2005;100;243;596.92138;37.41812;326.664658;738661.9529;4447238.241
547;2005;100;323;190.91769;131.16794;195.5521998;740721.9779;4440809.152
548;2005;290;222;811.05529;148.13395;218.0680974;754543.0065;4462392.323
549;2005;290;323;762.06097;149.95122;139.1999696;738984.5339;4475463.99
550;2005;100;323;335.17073;79.6147;583.6723742;781950.2246;4470385.193
551;2005;100;324;1079.91589;97.68659;884.0072043;694969.0478;4416213.994
552;2005;100;312;499.62542;226.27727;233.7037067;748834.4401;4439434.821
553;2005;100;324;658.95935;0.74547;22.9203845;722773.3256;4428775.158
554;2006;400;243;315.71944;138.41756;207.639364;718333.7146;4412502.329
555;2006;400;323;297.52956;94.52345;31.9134009;716695.2345;4413607.373
556;2006;400;222;303.39806;192.10634;16.98333844;716236.7465;4414291.433
557;2006;400;222;297.17545;134.50987;133.6094102;716416.8255;4413797.822
558;2006;100;312;831.90075;182.57472;217.733592;743131.449;4514070.848
559;2006;100;321;939.53393;16.11046;147.1977801;741320.0371;4504209.48
560;2006;290;323;515.99152;160.78918;162.0452078;765037.6111;4490546.649
561;2006;100;323;549.58303;103.06428;358.2143102;765450.5912;4487191.131
562;2006;290;242;381.04587;189.60425;141.203224;768183.884;4485875.927
563;2006;290;323;445.70667;117.39168;776.2619547;765503.1528;4485127.887
564;2006;400;243;167.62481;146.96901;582.5944298;781577.3099;4481637.589
565;2006;400;243;183.13557;54.32284;804.8957;781211.1146;4481441.435
566;2006;400;323;253.64122;90.96978;481.9516461;780112.1171;4488170.31
567;2006;290;242;312.97654;111.96403;243.3332473;771338.4101;4483903.882
568;2006;290;243;289.70537;147.50375;79.51981772;776052.6587;4490079.615
569;2006;100;223;380.35164;45.64922;461.1373392;765508.2118;4481635.138
570;2006;100;223;393.63339;95.83904;103.9292276;765805.6464;4480805.204
571;2006;290;223;385.54732;90.2531;85.00379866;766403.5577;4483433.794
572;2006;290;323;477.15832;179.50217;109.0136774;762162.0249;4476554.808
573;2006;100;311;1048.54837;90.84257;825.1022275;749984.8498;4489675.283
574;2006;100;311;1050.87182;227.51455;977.1617606;756967.7067;4495933.419
575;2006;100;211;808.97004;94.25515;338.774225;738069.0333;4494018.83
576;2006;100;321;977.75076;45.71296;350.0701633;736704.6559;4489199.131
577;2006;100;324;1432.58336;91.64547;1566.907851;726433.7666;4481342.454
578;2006;100;312;1341.30872;258.8978;207.4564048;727903.606;4479099.971
579;2006;100;321;1174.2081;37.38086;54.98727473;729124.9211;4482815.316
580;2006;100;311;1214.65408;90;490.8438935;730001.0619;4481298.468
581;2006;100;312;1141.47106;157.42927;554.6949414;731785.2349;4474398.077
582;2006;290;323;182.78029;184.34183;36.03329765;769165.9942;4465525.839
583;2006;400;242;230.25666;134.15326;54.30055896;766768.2738;4464132.286
584;2006;290;323;275.5562;192.93875;163.6413925;766269.6284;4467708.555
585;2006;100;323;304.04169;138.08942;106.8998414;766993.0946;4468029.101
586;2006;290;242;192.36709;114.9311;244.0352253;768873.551;4466249.35
587;2006;290;323;268.0179;115.66259;350.5917492;772869.4121;4468610.911
588;2006;100;312;1411.50685;125.16505;466.8557183;727232.2755;4479726.185
589;2006;100;323;918.92531;187.34279;842.5557615;735820.3631;4468747.012
590;2006;100;312;1098.92696;92.89372;160.7721253;734631.8609;4471253.361
591;2006;100;312;1170.32068;38.54233;103.0779283;733962.0035;4471016.876
592;2006;100;242;482.65682;190.32504;85.65006303;751285.8151;4467293.051
593;2006;290;312;719.51139;292.42525;442.2991259;751074.3332;4460760.105
594;2006;290;324;332.6183;-99999;276.1079171;746278.6425;4457731.491
595;2006;290;242;436.9726;122.22275;364.6852614;751530.2838;4456340.409
596;2006;290;242;511.254;187.5572;135.8771825;752265.5454;4457506.238
597;2006;290;243;360.64848;160.55462;284.1575437;748101.7459;4442792.6
598;2006;600;243;338.06453;151.50315;234.8090507;748628.712;4443258.717
599;2006;290;323;239.48671;112.31647;487.8480144;760819.8842;4443662.156
600;2006;290;312;303.01028;270;311.4922056;756955.6601;4445941.819
601;2006;400;242;325.99448;83.05023;11.62510132;757551.2932;4445450.861
602;2006;290;323;337.01967;265.62829;366.7295505;760432.6265;4449199.401
603;2006;100;312;784.66439;259.31909;48.75383478;720200.6598;4453752.372
604;2006;100;312;965.50066;251.81399;49.5722715;721173.4727;4455217.936
605;2006;296;312;916.33063;212.59583;45.42784899;721299.2349;4454795.873
606;2006;100;323;1493.37266;158.1517;491.2628961;724940.3086;4455215.003
607;2006;100;321;1476.95183;215.36958;278.4413148;722185.3082;4459571.663
608;2006;100;312;1348.05914;48.5738;976.0203763;713899.6839;4456397.991
609;2006;100;312;1019.1636;115.99097;119.168521;716929.5548;4452328.902
610;2006;100;324;731.4975;50.89125;289.9054492;722082.5182;4448171.529
611;2006;400;243;388.84883;99.73663;19.51865715;740604.2904;4449078.797
612;2006;400;323;268.34221;157.62011;14.36523788;737862.9702;4441237.564
613;2006;290;323;393.89646;63.6531;16.40073201;737116.2159;4440558.352
614;2006;290;223;506.56109;173.46522;83.4259276;716897.6175;4420538.973
615;2006;290;243;473.6616;207.03961;33.3570495;714504.7515;4418719.591
616;2006;290;242;358.12106;130.83177;27.8237611;716283.9175;4411478.944
617;2006;400;222;161.6712;17.21769;218.3997045;740523.4769;4432456.48
618;2006;100;313;421.26633;3.33947;249.4624569;727998.9903;4423997.878
619;2006;296;331;10.06043;91.40859;135.984133;753027.9758;4423798.272
620;2006;400;222;157.94348;50.34558;544.5995629;741217.5677;4431996.568
621;2006;100;323;351.96055;145.51895;662.9642791;760428.6188;4440473.678
622;2006;290;121;37.30594;-99999;69.7009522;748962.7477;4426882.712
623;2006;100;312;374.20269;101.5026;488.4067652;732562.938;4425456.128
624;2006;100;312;711.96876;260.66121;119.3736662;705387.5963;4417254.742
625;2006;100;324;671.82915;64.04224;339.2995556;711503.7912;4408636.918
626;2006;290;222;3.92877;165.96821;23.39151514;755186.5945;4422937.203
627;2006;100;243;891.74741;65.09597;164.3027079;709264.157;4447418.932
628;2006;100;312;645.22887;312.17104;24.02056059;715783.5704;4435621.865
629;2006;296;222;161.24812;82.25041;85.6646863;740669.6906;4433178.658
630;2006;100;324;1094.28602;115.91146;457.3045791;694719.8001;4413796.184
631;2006;100;323;594.71909;108.70534;165.7206309;710431.4722;4437550.67
632;2006;100;324;170.92946;50.15794;489.9823096;766050.4122;4443596.578
633;2006;100;324;668.74108;197.13915;313.0867155;704450.029;4443634.867
634;2006;100;324;714.03491;223.04804;104.7594421;724600.1375;4441788.106
635;2006;100;243;920.86399;124.64808;35.1176644;700432.4106;4437198.322
636;2006;100;312;875.4575;179.3064;44.75942334;710898.3963;4442141.866
637;2006;100;324;707.03895;181.36574;39.33143658;720672.2011;4439155.66
638;2006;400;222;132.43489;71.63546;191.5372547;741126.3988;4433244.779
639;2006;400;323;125.20694;130.01856;51.69994089;741686.9307;4433490.93
640;2006;290;243;726.81661;178.75208;282.004314;699808.6281;4422068.758
641;2006;400;323;136.10108;62.27294;386.7449553;741325.8924;4433066.481
642;2006;290;242;9.33162;148.09966;92.63392119;743456.217;4409662.958
643;2006;296;321;1041.11558;167.34006;117.8775749;694059.1658;4429251.83
644;2006;400;323;464.56928;165.52073;15.68198876;732282.3405;4447233.562
645;2006;290;242;254.50386;101.36732;76.7539742;770549.4786;4468949.225
646;2006;296;222;487.70495;88.61018;16.47035985;741003.2771;4460078.29
647;2006;400;243;421.19331;46.35864;24.87537891;740628.7528;4448529.19
648;2006;290;243;420.40825;57.18818;45.66312196;740635.5747;4448503.46
649;2006;290;323;182.60811;85.94851;24.92970851;740462.3604;4440381.993
650;2006;290;222;5.12777;119.92611;43.90076583;754684.2122;4422134.095
651;2006;100;312;1128.97689;46.89423;137.9534988;692697.8697;4422506.808
652;2006;100;324;241.89086;190.18412;413.8545526;736602.9151;4432306.22
653;2006;100;312;783.38192;89.82683;948.0293541;709861.9085;4444724.053
654;2006;100;242;539.27117;71.34422;669.0241579;708068.1209;4412317.085
655;2006;100;311;602.15672;77.91349;703.1628907;724699.494;4426892.079
656;2006;290;324;516.59021;56.78571;128.646508;737507.6223;4453503.708
657;2006;290;222;269.03641;246.75895;68.07370987;725019.8212;4435164.393
658;2006;290;222;59.099;152.05662;365.2957718;742700.0307;4422846.778
659;2006;400;222;127.44441;47.99473;159.1010233;741279.7338;4433290.639
660;2006;296;222;161.91734;138.179;61.67873299;735209.8918;4425611.939
661;2006;296;222;147.47866;89.62595;219.7328896;735583.9101;4425672.526
662;2006;296;324;389.08194;144.88854;111.5735066;720180.8374;4405369.199
663;2006;500;222;139.35516;68.22913;959.0837307;741977.1219;4431775.437
